movieId,title,tags,title2
52,Mighty Aphrodite (1995),True,mighty aphrodite
53,Lamerica (1994),True,lamerica
54,"Big Green, The (1995)",True,"big green, the"
55,Georgia (1995),True,georgia
56,Kids of the Round Table (1995),True,kids of the round table
57,Home for the Holidays (1995),True,home for the holidays
58,"Postman, The (Postino, Il) (1994)",True,"postman, the (postino, il)"
59,"Confessional, The (Confessionnal, Le) (1995)",True,"confessional, the (confessionnal, le)"
60,"Indian in the Cupboard, The (1995)",True,"indian in the cupboard, the"
61,Eye for an Eye (1996),True,eye for an eye
62,Mr. Holland's Opus (1995),True,mr. holland's opus
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),True,don't be a menace to south central while drinking your juice in the hood
64,Two if by Sea (1996),True,two if by sea
65,Bio-Dome (1996),True,bio-dome
66,Lawnmower Man 2: Beyond Cyberspace (1996),True,lawnmower man 2: beyond cyberspace
67,Two Bits (1995),True,two bits
68,French Twist (Gazon maudit) (1995),True,french twist (gazon maudit)
69,Friday (1995),True,friday
70,From Dusk Till Dawn (1996),True,from dusk till dawn
71,Fair Game (1995),True,fair game
72,Kicking and Screaming (1995),True,kicking and screaming
73,"Misérables, Les (1995)",True,"misérables, les"
74,Bed of Roses (1996),True,bed of roses
75,Big Bully (1996),True,big bully
76,Screamers (1995),True,screamers
77,Nico Icon (1995),True,nico icon
78,"Crossing Guard, The (1995)",True,"crossing guard, the"
79,"Juror, The (1996)",True,"juror, the"
80,"White Balloon, The (Badkonake sefid) (1995)",True,"white balloon, the (badkonake sefid)"
81,Things to Do in Denver When You're Dead (1995),True,things to do in denver when you're dead
82,Antonia's Line (Antonia) (1995),True,antonia's line (antonia)
83,Once Upon a Time... When We Were Colored (1995),True,once upon a time... when we were colored
84,Last Summer in the Hamptons (1995),True,last summer in the hamptons
85,Angels and Insects (1995),True,angels and insects
86,White Squall (1996),True,white squall
87,Dunston Checks In (1996),True,dunston checks in
88,Black Sheep (1996),True,black sheep
89,Nick of Time (1995),True,nick of time
90,The Journey of August King (1995),True,the journey of august king
92,Mary Reilly (1996),True,mary reilly
93,Vampire in Brooklyn (1995),True,vampire in brooklyn
94,Beautiful Girls (1996),True,beautiful girls
95,Broken Arrow (1996),True,broken arrow
96,In the Bleak Midwinter (1995),True,in the bleak midwinter
97,"Hate (Haine, La) (1995)",True,"hate (haine, la)"
98,Shopping (1994),True,shopping
99,Heidi Fleiss: Hollywood Madam (1995),True,heidi fleiss: hollywood madam
100,City Hall (1996),True,city hall
101,Bottle Rocket (1996),True,bottle rocket
102,Mr. Wrong (1996),True,mr. wrong
103,Unforgettable (1996),True,unforgettable
104,Happy Gilmore (1996),True,happy gilmore
105,"Bridges of Madison County, The (1995)",True,"bridges of madison county, the"
106,Nobody Loves Me (Keiner liebt mich) (1994),True,nobody loves me (keiner liebt mich)
107,Muppet Treasure Island (1996),True,muppet treasure island
108,Catwalk (1996),True,catwalk
109,Headless Body in Topless Bar (1995),False,headless body in topless bar
110,Braveheart (1995),True,braveheart
111,Taxi Driver (1976),True,taxi driver
112,Rumble in the Bronx (Hont faan kui) (1995),True,rumble in the bronx (hont faan kui)
113,Before and After (1996),True,before and after
114,Margaret's Museum (1995),True,margaret's museum
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",True,"happiness is in the field (bonheur est dans le pré, le)"
116,Anne Frank Remembered (1995),True,anne frank remembered
117,"Young Poisoner's Handbook, The (1995)",True,"young poisoner's handbook, the"
118,If Lucy Fell (1996),True,if lucy fell
119,"Steal Big, Steal Little (1995)",True,"steal big, steal little"
120,Race the Sun (1996),True,race the sun
121,"Boys of St. Vincent, The (1992)",True,"boys of st. vincent, the"
122,Boomerang (1992),True,boomerang
123,Chungking Express (Chung Hing sam lam) (1994),True,chungking express (chung hing sam lam)
124,"Star Maker, The (Uomo delle stelle, L') (1995)",True,"star maker, the (uomo delle stelle, l')"
125,Flirting With Disaster (1996),True,flirting with disaster
126,"NeverEnding Story III, The (1994)",True,"neverending story iii, the"
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",True,"silences of the palace, the (saimt el qusur)"
128,Jupiter's Wife (1994),True,jupiter's wife
129,Pie in the Sky (1996),True,pie in the sky
130,Angela (1995),False,angela
131,Frankie Starlight (1995),True,frankie starlight
132,Jade (1995),True,jade
133,Nueba Yol (1995),False,nueba yol
134,Sonic Outlaws (1995),False,sonic outlaws
135,Down Periscope (1996),True,down periscope
136,From the Journals of Jean Seberg (1995),True,from the journals of jean seberg
137,Man of the Year (1995),True,man of the year
138,"Neon Bible, The (1995)",True,"neon bible, the"
139,Target (1995),False,target
140,Up Close and Personal (1996),True,up close and personal
141,"Birdcage, The (1996)",True,"birdcage, the"
142,Shadows (Cienie) (1988),False,shadows (cienie)
143,Gospa (1995),False,gospa
144,"Brothers McMullen, The (1995)",True,"brothers mcmullen, the"
145,Bad Boys (1995),True,bad boys
146,"Amazing Panda Adventure, The (1995)",True,"amazing panda adventure, the"
147,"Basketball Diaries, The (1995)",True,"basketball diaries, the"
148,"Awfully Big Adventure, An (1995)",True,"awfully big adventure, an"
149,Amateur (1994),True,amateur
150,Apollo 13 (1995),True,apollo 13
151,Rob Roy (1995),True,rob roy
152,"Addiction, The (1995)",True,"addiction, the"
153,Batman Forever (1995),True,batman forever
154,Beauty of the Day (Belle de jour) (1967),True,beauty of the day (belle de jour)
155,Beyond Rangoon (1995),True,beyond rangoon
156,Blue in the Face (1995),True,blue in the face
157,Canadian Bacon (1995),True,canadian bacon
158,Casper (1995),True,casper
159,Clockers (1995),True,clockers
160,Congo (1995),True,congo
161,Crimson Tide (1995),True,crimson tide
162,Crumb (1994),True,crumb
163,Desperado (1995),True,desperado
164,Devil in a Blue Dress (1995),True,devil in a blue dress
165,Die Hard: With a Vengeance (1995),True,die hard: with a vengeance
166,"Doom Generation, The (1995)",True,"doom generation, the"
167,Feast of July (1995),True,feast of july
168,First Knight (1995),True,first knight
169,Free Willy 2: The Adventure Home (1995),True,free willy 2: the adventure home
170,Hackers (1995),True,hackers
171,Jeffrey (1995),True,jeffrey
172,Johnny Mnemonic (1995),True,johnny mnemonic
173,Judge Dredd (1995),True,judge dredd
174,Jury Duty (1995),True,jury duty
175,Kids (1995),True,kids
176,Living in Oblivion (1995),True,living in oblivion
177,Lord of Illusions (1995),True,lord of illusions
178,Love & Human Remains (1993),True,love & human remains
179,Mad Love (1995),True,mad love
180,Mallrats (1995),True,mallrats
181,Mighty Morphin Power Rangers: The Movie (1995),True,mighty morphin power rangers: the movie
182,Moonlight and Valentino (1995),True,moonlight and valentino
183,Mute Witness (1994),True,mute witness
184,Nadja (1994),True,nadja
185,"Net, The (1995)",True,"net, the"
186,Nine Months (1995),True,nine months
187,Party Girl (1995),True,party girl
188,"Prophecy, The (1995)",True,"prophecy, the"
189,Reckless (1995),True,reckless
190,Safe (1995),True,safe
191,"Scarlet Letter, The (1995)",True,"scarlet letter, the"
192,The Show (1995),True,the show
193,Showgirls (1995),True,showgirls
194,Smoke (1995),True,smoke
195,Something to Talk About (1995),True,something to talk about
196,Species (1995),True,species
197,"Stars Fell on Henrietta, The (1995)",True,"stars fell on henrietta, the"
198,Strange Days (1995),True,strange days
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",True,"umbrellas of cherbourg, the (parapluies de cherbourg, les)"
200,"Tie That Binds, The (1995)",True,"tie that binds, the"
201,Three Wishes (1995),True,three wishes
202,Total Eclipse (1995),True,total eclipse
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",True,"to wong foo, thanks for everything! julie newmar"
204,Under Siege 2: Dark Territory (1995),True,under siege 2: dark territory
205,Unstrung Heroes (1995),True,unstrung heroes
206,Unzipped (1995),True,unzipped
207,"Walk in the Clouds, A (1995)",True,"walk in the clouds, a"
208,Waterworld (1995),True,waterworld
209,White Man's Burden (1995),True,white man's burden
210,Wild Bill (1995),True,wild bill
211,"Browning Version, The (1994)",True,"browning version, the"
212,Bushwhacked (1995),True,bushwhacked
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),True,burnt by the sun (utomlyonnye solntsem)
214,Before the Rain (Pred dozhdot) (1994),True,before the rain (pred dozhdot)
215,Before Sunrise (1995),True,before sunrise
216,Billy Madison (1995),True,billy madison
217,"Babysitter, The (1995)",True,"babysitter, the"
218,Boys on the Side (1995),True,boys on the side
219,"Cure, The (1995)",True,"cure, the"
220,Castle Freak (1995),True,castle freak
222,Circle of Friends (1995),True,circle of friends
223,Clerks (1994),True,clerks
224,Don Juan DeMarco (1995),True,don juan demarco
225,Disclosure (1994),True,disclosure
226,Dream Man (1995),False,dream man
227,Drop Zone (1994),True,drop zone
228,Destiny Turns on the Radio (1995),True,destiny turns on the radio
229,Death and the Maiden (1994),True,death and the maiden
230,Dolores Claiborne (1995),True,dolores claiborne
231,Dumb & Dumber (Dumb and Dumber) (1994),True,dumb & dumber (dumb and dumber)
232,Eat Drink Man Woman (Yin shi nan nu) (1994),True,eat drink man woman (yin shi nan nu)
233,Exotica (1994),True,exotica
234,Exit to Eden (1994),True,exit to eden
235,Ed Wood (1994),True,ed wood
236,French Kiss (1995),True,french kiss
237,Forget Paris (1995),True,forget paris
238,Far From Home: The Adventures of Yellow Dog (1995),True,far from home: the adventures of yellow dog
239,"Goofy Movie, A (1995)",True,"goofy movie, a"
240,Hideaway (1995),True,hideaway
241,Fluke (1995),True,fluke
242,Farinelli: il castrato (1994),True,farinelli: il castrato
243,Gordy (1995),True,gordy
244,Gumby: The Movie (1995),True,gumby: the movie
245,The Glass Shield (1994),True,the glass shield
246,Hoop Dreams (1994),True,hoop dreams
247,Heavenly Creatures (1994),True,heavenly creatures
248,Houseguest (1994),True,houseguest
249,Immortal Beloved (1994),True,immortal beloved
250,Heavyweights (Heavy Weights) (1995),True,heavyweights (heavy weights)
251,"Hunted, The (1995)",True,"hunted, the"
252,I.Q. (1994),True,i.q.
253,Interview with the Vampire: The Vampire Chronicles (1994),True,interview with the vampire: the vampire chronicles
254,Jefferson in Paris (1995),True,jefferson in paris
255,"Jerky Boys, The (1995)",True,"jerky boys, the"
256,Junior (1994),True,junior
257,Just Cause (1995),True,just cause
258,"Kid in King Arthur's Court, A (1995)",True,"kid in king arthur's court, a"
259,Kiss of Death (1995),True,kiss of death
260,Star Wars: Episode IV - A New Hope (1977),True,star wars: episode iv - a new hope
261,Little Women (1994),True,little women
262,"Little Princess, A (1995)",True,"little princess, a"
263,Ladybird Ladybird (1994),True,ladybird ladybird
264,"Enfer, L' (1994)",True,"enfer, l'"
265,Like Water for Chocolate (Como agua para chocolate) (1992),True,like water for chocolate (como agua para chocolate)
266,Legends of the Fall (1994),True,legends of the fall
267,Major Payne (1995),True,major payne
268,Little Odessa (1994),True,little odessa
269,My Crazy Life (Mi vida loca) (1993),True,my crazy life (mi vida loca)
270,Love Affair (1994),True,love affair
271,Losing Isaiah (1995),True,losing isaiah
272,"Madness of King George, The (1994)",True,"madness of king george, the"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),True,mary shelley's frankenstein (frankenstein)
274,Man of the House (1995),True,man of the house
275,Mixed Nuts (1994),True,mixed nuts
276,Milk Money (1994),True,milk money
277,Miracle on 34th Street (1994),True,miracle on 34th street
278,Miami Rhapsody (1995),True,miami rhapsody
279,My Family (1995),True,my family
280,Murder in the First (1995),True,murder in the first
281,Nobody's Fool (1994),True,nobody's fool
282,Nell (1994),True,nell
283,New Jersey Drive (1995),True,new jersey drive
284,New York Cop (Nyû Yôku no koppu) (1993),False,new york cop (nyû yôku no koppu)
285,Beyond Bedlam (1993),True,beyond bedlam
286,Nemesis 2: Nebula (1995),True,nemesis 2: nebula
287,Nina Takes a Lover (1994),True,nina takes a lover
288,Natural Born Killers (1994),True,natural born killers
289,Only You (1994),True,only you
290,Once Were Warriors (1994),True,once were warriors
291,Poison Ivy II (1996),True,poison ivy ii
292,Outbreak (1995),True,outbreak
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),True,léon: the professional (a.k.a. the professional) (léon)
294,"Perez Family, The (1995)",True,"perez family, the"
295,"Pyromaniac's Love Story, A (1995)",True,"pyromaniac's love story, a"
296,Pulp Fiction (1994),True,pulp fiction
297,Panther (1995),True,panther
298,Pushing Hands (Tui shou) (1992),True,pushing hands (tui shou)
299,Priest (1994),True,priest
300,Quiz Show (1994),True,quiz show
301,Picture Bride (Bijo photo) (1994),True,picture bride (bijo photo)
302,"Queen Margot (Reine Margot, La) (1994)",True,"queen margot (reine margot, la)"
303,"Quick and the Dead, The (1995)",True,"quick and the dead, the"
304,Roommates (1995),True,roommates
305,Ready to Wear (Pret-A-Porter) (1994),True,ready to wear (pret-a-porter)
306,Three Colors: Red (Trois couleurs: Rouge) (1994),True,three colors: red (trois couleurs: rouge)
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),True,three colors: blue (trois couleurs: bleu)
308,Three Colors: White (Trzy kolory: Bialy) (1994),True,three colors: white (trzy kolory: bialy)
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",True,"red firecracker, green firecracker (pao da shuang deng)"
310,Rent-a-Kid (1995),True,rent-a-kid
311,Relative Fear (1994),True,relative fear
312,Stuart Saves His Family (1995),True,stuart saves his family
313,"Swan Princess, The (1994)",True,"swan princess, the"
314,"Secret of Roan Inish, The (1994)",True,"secret of roan inish, the"
315,"Specialist, The (1994)",True,"specialist, the"
316,Stargate (1994),True,stargate
317,"Santa Clause, The (1994)",True,"santa clause, the"
318,"Shawshank Redemption, The (1994)",True,"shawshank redemption, the"
319,Shallow Grave (1994),True,shallow grave
320,Suture (1993),True,suture
321,Strawberry and Chocolate (Fresa y chocolate) (1993),True,strawberry and chocolate (fresa y chocolate)
322,Swimming with Sharks (1995),True,swimming with sharks
324,"Sum of Us, The (1994)",True,"sum of us, the"
325,National Lampoon's Senior Trip (1995),True,national lampoon's senior trip
326,To Live (Huozhe) (1994),True,to live (huozhe)
327,Tank Girl (1995),True,tank girl
328,Tales from the Crypt Presents: Demon Knight (1995),True,tales from the crypt presents: demon knight
329,Star Trek: Generations (1994),True,star trek: generations
330,Tales from the Hood (1995),True,tales from the hood
331,Tom & Viv (1994),True,tom & viv
332,Village of the Damned (1995),True,village of the damned
333,Tommy Boy (1995),True,tommy boy
334,Vanya on 42nd Street (1994),True,vanya on 42nd street
335,Underneath (1995),True,underneath
336,"Walking Dead, The (1995)",True,"walking dead, the"
337,What's Eating Gilbert Grape (1993),True,what's eating gilbert grape
338,Virtuosity (1995),True,virtuosity
339,While You Were Sleeping (1995),True,while you were sleeping
340,"War, The (1994)",True,"war, the"
341,Double Happiness (1994),True,double happiness
342,Muriel's Wedding (1994),True,muriel's wedding
343,"Baby-Sitters Club, The (1995)",True,"baby-sitters club, the"
344,Ace Ventura: Pet Detective (1994),True,ace ventura: pet detective
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",True,"adventures of priscilla, queen of the desert, the"
346,Backbeat (1993),True,backbeat
347,Bitter Moon (1992),True,bitter moon
348,Bullets Over Broadway (1994),True,bullets over broadway
349,Clear and Present Danger (1994),True,clear and present danger
350,"Client, The (1994)",True,"client, the"
351,"Corrina, Corrina (1994)",True,"corrina, corrina"
352,Crooklyn (1994),True,crooklyn
353,"Crow, The (1994)",True,"crow, the"
354,Cobb (1994),True,cobb
355,"Flintstones, The (1994)",True,"flintstones, the"
356,Forrest Gump (1994),True,forrest gump
357,Four Weddings and a Funeral (1994),True,four weddings and a funeral
358,Higher Learning (1995),True,higher learning
359,I Like It Like That (1994),True,i like it like that
360,I Love Trouble (1994),True,i love trouble
361,It Could Happen to You (1994),True,it could happen to you
362,"Jungle Book, The (1994)",True,"jungle book, the"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",True,"wonderful, horrible life of leni riefenstahl, the (macht der bilder: leni riefenstahl, die)"
364,"Lion King, The (1994)",True,"lion king, the"
365,Little Buddha (1993),True,little buddha
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",True,"wes craven's new nightmare (nightmare on elm street part 7: freddy's finale, a)"
367,"Mask, The (1994)",True,"mask, the"
368,Maverick (1994),True,maverick
369,Mrs. Parker and the Vicious Circle (1994),True,mrs. parker and the vicious circle
370,Naked Gun 33 1/3: The Final Insult (1994),True,naked gun 33 1/3: the final insult
371,"Paper, The (1994)",True,"paper, the"
372,Reality Bites (1994),True,reality bites
373,Red Rock West (1992),True,red rock west
374,Richie Rich (1994),True,richie rich
375,Safe Passage (1994),True,safe passage
376,"River Wild, The (1994)",True,"river wild, the"
377,Speed (1994),True,speed
378,Speechless (1994),True,speechless
379,Timecop (1994),True,timecop
380,True Lies (1994),True,true lies
381,When a Man Loves a Woman (1994),True,when a man loves a woman
382,Wolf (1994),True,wolf
383,Wyatt Earp (1994),True,wyatt earp
384,Bad Company (1995),True,bad company
385,"Man of No Importance, A (1994)",True,"man of no importance, a"
386,S.F.W. (1994),True,s.f.w.
387,"Low Down Dirty Shame, A (1994)",True,"low down dirty shame, a"
388,Boys Life (1995),True,boys life
389,"Colonel Chabert, Le (1994)",True,"colonel chabert, le"
390,Faster Pussycat! Kill! Kill! (1965),True,faster pussycat! kill! kill!
391,Jason's Lyric (1994),True,jason's lyric
392,"Secret Adventures of Tom Thumb, The (1993)",True,"secret adventures of tom thumb, the"
393,Street Fighter (1994),True,street fighter
394,Coldblooded (1995),True,coldblooded
395,Desert Winds (1995),False,desert winds
396,Fall Time (1995),False,fall time
397,"Fear, The (1995)",True,"fear, the"
398,Frank and Ollie (1995),True,frank and ollie
399,Girl in the Cadillac (1995),False,girl in the cadillac
400,Homage (1995),False,homage
401,Mirage (1995),False,mirage
402,Open Season (1996),True,open season
403,Two Crimes (Dos crímenes) (1995),False,two crimes (dos crímenes)
404,Brother Minister: The Assassination of Malcolm X (1994),True,brother minister: the assassination of malcolm x
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),True,highlander iii: the sorcerer (a.k.a. highlander: the final dimension)
406,Federal Hill (1994),True,federal hill
407,In the Mouth of Madness (1995),True,in the mouth of madness
408,8 Seconds (1994),True,8 seconds
409,Above the Rim (1994),True,above the rim
410,Addams Family Values (1993),True,addams family values
411,Martin Lawrence: You So Crazy (1994),True,martin lawrence: you so crazy
412,"Age of Innocence, The (1993)",True,"age of innocence, the"
413,Airheads (1994),True,airheads
414,"Air Up There, The (1994)",True,"air up there, the"
415,Another Stakeout (1993),True,another stakeout
416,Bad Girls (1994),True,bad girls
417,Barcelona (1994),True,barcelona
418,Being Human (1993),True,being human
419,"Beverly Hillbillies, The (1993)",True,"beverly hillbillies, the"
420,Beverly Hills Cop III (1994),True,beverly hills cop iii
421,Black Beauty (1994),True,black beauty
422,Blink (1994),True,blink
423,Blown Away (1994),True,blown away
424,Blue Chips (1994),True,blue chips
425,Blue Sky (1994),True,blue sky
426,Body Snatchers (1993),True,body snatchers
427,Boxing Helena (1993),True,boxing helena
428,"Bronx Tale, A (1993)",True,"bronx tale, a"
429,Cabin Boy (1994),True,cabin boy
430,Calendar Girl (1993),True,calendar girl
431,Carlito's Way (1993),True,carlito's way
432,City Slickers II: The Legend of Curly's Gold (1994),True,city slickers ii: the legend of curly's gold
433,Clean Slate (1994),True,clean slate
434,Cliffhanger (1993),True,cliffhanger
435,Coneheads (1993),True,coneheads
436,Color of Night (1994),True,color of night
437,Cops and Robbersons (1994),True,cops and robbersons
438,"Cowboy Way, The (1994)",True,"cowboy way, the"
439,Dangerous Game (1993),True,dangerous game
440,Dave (1993),True,dave
441,Dazed and Confused (1993),True,dazed and confused
442,Demolition Man (1993),True,demolition man
443,"Endless Summer 2, The (1994)",True,"endless summer 2, the"
444,Even Cowgirls Get the Blues (1993),True,even cowgirls get the blues
445,Fatal Instinct (1993),True,fatal instinct
446,Farewell My Concubine (Ba wang bie ji) (1993),True,farewell my concubine (ba wang bie ji)
447,"Favor, The (1994)",True,"favor, the"
448,Fearless (1993),True,fearless
449,Fear of a Black Hat (1994),True,fear of a black hat
450,With Honors (1994),True,with honors
451,Flesh and Bone (1993),True,flesh and bone
452,Widows' Peak (1994),True,widows' peak
453,For Love or Money (1993),True,for love or money
454,"Firm, The (1993)",True,"firm, the"
455,Free Willy (1993),True,free willy
456,Fresh (1994),True,fresh
457,"Fugitive, The (1993)",True,"fugitive, the"
458,Geronimo: An American Legend (1993),True,geronimo: an american legend
459,"Getaway, The (1994)",True,"getaway, the"
460,Getting Even with Dad (1994),True,getting even with dad
461,Go Fish (1994),True,go fish
462,"Good Man in Africa, A (1994)",True,"good man in africa, a"
463,Guilty as Sin (1993),True,guilty as sin
464,Hard Target (1993),True,hard target
465,Heaven & Earth (1993),True,heaven & earth
466,Hot Shots! Part Deux (1993),True,hot shots! part deux
467,Live Nude Girls (1995),True,live nude girls
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",True,"englishman who went up a hill but came down a mountain, the"
469,"House of the Spirits, The (1993)",True,"house of the spirits, the"
470,House Party 3 (1994),True,house party 3
471,"Hudsucker Proxy, The (1994)",True,"hudsucker proxy, the"
472,I'll Do Anything (1994),True,i'll do anything
473,In the Army Now (1994),True,in the army now
474,In the Line of Fire (1993),True,in the line of fire
475,In the Name of the Father (1993),True,in the name of the father
476,"Inkwell, The (1994)",True,"inkwell, the"
477,What's Love Got to Do with It? (1993),True,what's love got to do with it?
478,Jimmy Hollywood (1994),True,jimmy hollywood
479,Judgment Night (1993),True,judgment night
480,Jurassic Park (1993),True,jurassic park
481,Kalifornia (1993),True,kalifornia
482,Killing Zoe (1994),True,killing zoe
483,King of the Hill (1993),True,king of the hill
484,Lassie (1994),True,lassie
485,Last Action Hero (1993),True,last action hero
486,Life with Mikey (1993),True,life with mikey
487,Lightning Jack (1994),True,lightning jack
488,M. Butterfly (1993),True,m. butterfly
489,Made in America (1993),True,made in america
490,Malice (1993),True,malice
491,"Man Without a Face, The (1993)",True,"man without a face, the"
492,Manhattan Murder Mystery (1993),True,manhattan murder mystery
493,Menace II Society (1993),True,menace ii society
494,Executive Decision (1996),True,executive decision
495,In the Realm of the Senses (Ai no corrida) (1976),True,in the realm of the senses (ai no corrida)
496,What Happened Was... (1994),True,what happened was...
497,Much Ado About Nothing (1993),True,much ado about nothing
498,Mr. Jones (1993),True,mr. jones
499,Mr. Wonderful (1993),True,mr. wonderful
500,Mrs. Doubtfire (1993),True,mrs. doubtfire
501,Naked (1993),True,naked
502,"Next Karate Kid, The (1994)",True,"next karate kid, the"
503,"New Age, The (1994)",True,"new age, the"
504,No Escape (1994),True,no escape
505,North (1994),True,north
506,Orlando (1992),True,orlando
507,"Perfect World, A (1993)",True,"perfect world, a"
508,Philadelphia (1993),True,philadelphia
509,"Piano, The (1993)",True,"piano, the"
510,Poetic Justice (1993),True,poetic justice
511,"Program, The (1993)",True,"program, the"
512,"Puppet Masters, The (1994)",True,"puppet masters, the"
513,Radioland Murders (1994),True,radioland murders
514,"Ref, The (1994)",True,"ref, the"
515,"Remains of the Day, The (1993)",True,"remains of the day, the"
516,Renaissance Man (1994),True,renaissance man
517,Rising Sun (1993),True,rising sun
518,"Road to Wellville, The (1994)",True,"road to wellville, the"
519,RoboCop 3 (1993),True,robocop 3
520,Robin Hood: Men in Tights (1993),True,robin hood: men in tights
521,Romeo Is Bleeding (1993),True,romeo is bleeding
522,Romper Stomper (1992),True,romper stomper
523,Ruby in Paradise (1993),True,ruby in paradise
524,Rudy (1993),True,rudy
525,"Saint of Fort Washington, The (1993)",True,"saint of fort washington, the"
526,"Savage Nights (Nuits fauves, Les) (1992)",True,"savage nights (nuits fauves, les)"
527,Schindler's List (1993),True,schindler's list
528,"Scout, The (1994)",True,"scout, the"
529,Searching for Bobby Fischer (1993),True,searching for bobby fischer
530,Second Best (1994),False,second best
531,"Secret Garden, The (1993)",True,"secret garden, the"
532,Serial Mom (1994),True,serial mom
533,"Shadow, The (1994)",True,"shadow, the"
534,Shadowlands (1993),True,shadowlands
535,Short Cuts (1993),True,short cuts
536,"Simple Twist of Fate, A (1994)",True,"simple twist of fate, a"
537,Sirens (1994),True,sirens
538,Six Degrees of Separation (1993),True,six degrees of separation
539,Sleepless in Seattle (1993),True,sleepless in seattle
540,Sliver (1993),True,sliver
541,Blade Runner (1982),True,blade runner
542,Son in Law (1993),True,son in law
543,So I Married an Axe Murderer (1993),True,so i married an axe murderer
544,Striking Distance (1993),True,striking distance
545,Harem (1985),True,harem
546,Super Mario Bros. (1993),True,super mario bros.
547,Surviving the Game (1994),True,surviving the game
548,Terminal Velocity (1994),True,terminal velocity
549,Thirty-Two Short Films About Glenn Gould (1993),True,thirty-two short films about glenn gould
550,Threesome (1994),True,threesome
551,"Nightmare Before Christmas, The (1993)",True,"nightmare before christmas, the"
552,"Three Musketeers, The (1993)",True,"three musketeers, the"
553,Tombstone (1993),True,tombstone
554,Trial by Jury (1994),True,trial by jury
555,True Romance (1993),True,true romance
556,"War Room, The (1993)",True,"war room, the"
558,"Pagemaster, The (1994)",True,"pagemaster, the"
559,"Paris, France (1993)",True,"paris, france"
560,"Beans of Egypt, Maine, The (1994)",False,"beans of egypt, maine, the"
561,Killer (Bulletproof Heart) (1994),True,killer (bulletproof heart)
562,Welcome to the Dollhouse (1995),True,welcome to the dollhouse
563,Germinal (1993),True,germinal
564,Chasers (1994),True,chasers
